ID,TYPE,PROGRAM,ORG PHONE,DAYS,HOURS,LONGITUDE,LATITUDE,FULL ADDRESS,BOROUGH,ZICODE,mon,tue,wed,thur,fri,sat,sun,weeks_open,week_1,week_2,week_3,week_4,week_5
80149,FP,ST. ANN'S CHURCH OF MORRISANIA,(718) 585-5632,WED,10AM-1PM & 5-6PM,-73.9466317292471,40.68062025,"Church of God in Jesus Christ, 956, Marcy Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11216, United States",Brooklyn,11216,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80150,SK,ST. ANN'S CHURCH OF MORRISANIA,(718) 585-5632,SUN,11AM-1PM,-73.9280045,40.6552933,"188, East 53rd Street, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",Brooklyn,11203,false,false,false,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80159,FP,ST. LUKES FOOD PANTRY,(718) 665-6677,FRI,10AM-1PM,-73.925766,40.6822205,"426, Decatur Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",Brooklyn,11233,false,false,false,false,true,false,false,"1,2,3,4,5",true,true,true,true,true
80161,SK,ST. LUKE'S SENIOR COMMUNITY PROGRAM,(718) 882-3060,MON-FRI,12-1PM,-73.9222796302641,40.6600459,"1089, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80162,FP,ST. PAUL'S LUTHERAN CHURCH,(718) 822-4535,FRI,8-10AM,-73.9611443869833,40.65456055,"Calvary Pentecostal Church, 151, Woodruff Avenue, Flatbush, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,false,false,false,false,true,false,false,"1,2,3,4,5",true,true,true,true,true
80167,FP,ST. THOMAS AQUINAS FOOD PANTRY,718-589-5235,WED,10AM-12PM,-73.9096596270243,40.6945531,"Celestial Church of Christ, 1380, Jefferson Avenue, Brooklyn, Kings County, City of New York, New York, 11237, United States",Brooklyn,11237,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80174,FP,THESSALONIA BAPTIST CHURCH,(718) 542-0828,TUE,10-11:30AM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,false,true,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80175,FP,CHURCH OF ST. NICHOLAS OF TOLENTINE,718-295-6800,TUE,9-11AM,-73.9280045,40.6552933,"188, East 53rd Street, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",Brooklyn,11203,false,true,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80204,FP,NEXT STEP COMMUNITY CHURCH,(718) 875-1858,"SAT (2,3,4)",9-10:30AM,-73.9096596270243,40.6945531,"Celestial Church of Christ, 1380, Jefferson Avenue, Brooklyn, Kings County, City of New York, New York, 11237, United States",Brooklyn,11237,false,false,false,false,false,true,false,"2,3,4",false,true,true,true,false
80236,SK,COMMUNITY HELP IN PARK SLOPE INC,(718) 237-2962,MON-SAT,9-10:30AM & 11:30AM-1PM,-73.9375013619065,40.6195535,"3846, Flatlands Avenue, Flatlands, Brooklyn, Kings County, City of New York, New York, 11234, United States",Brooklyn,11234,true,true,true,true,true,true,false,"1,2,3,4,5",true,true,true,true,true
80241,SK,CHRISTIAN FELLOWSHIP SEVENTH DAY ADVENTIST COMMUNITY SVCS-S.K.,718-916-0956,"MON,TUE,WED",5-6PM,-73.9616905245792,40.5818395,"225, Neptune Avenue, Brooklyn, Kings County, City of New York, New York, 11235, United States",Brooklyn,11235,true,true,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80249,FPK,KINGS BAY Y FOOD PANTRY,718-648-7703,FRI(2),9:30-11AM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,false,false,false,false,true,false,false,2,false,true,false,false,false
80260,FPK,CROWN HEIGHTS JEWISH COMMUNITY COUNCIL,718-771-9000,WED,1:30-3PM,-73.9611443869833,40.65456055,"Calvary Pentecostal Church, 151, Woodruff Avenue, Flatbush, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80269,FP,EBENEZER SEVENTH DAY ADVENTIST CHURCH,718-879-0542,WED,10:30AM-12PM,-73.9096596270243,40.6945531,"Celestial Church of Christ, 1380, Jefferson Avenue, Brooklyn, Kings County, City of New York, New York, 11237, United States",Brooklyn,11237,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80284,FP,GOD'S BATTALION OF PRAYER CHURCH,(718) 774-5447,"TUE,THUR",9AM-12PM,-73.9966034052183,40.60238025,"8635, 21st Avenue, Brooklyn, Kings County, City of New York, New York, 11214, United States",Brooklyn,11214,false,true,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80289,FP,HANSON PLACE SEVENTH DAY ADVENTIST CHURCH,347-602-1832,THUR,1:30-5PM,-73.97405,40.68554,"Hanson Place Seventh Day Adventist Church, 82, Hanson Place, Brooklyn, Kings County, City of New York, New York, 11217, United States",Brooklyn,11217,false,false,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80291,FP,HEBRON SEVENTH DAY ADVENTIST CHURCH,(718) 778-6454,"WED(1,3)",9-10:30AM,-73.909323386145,40.678438,"2093, Fulton Street, Ocean Hill, Brooklyn, Kings County, City of New York, New York, 11233, United States",Brooklyn,11233,false,false,true,false,false,false,false,"1,3",true,false,true,false,false
80292,SK,HEBRON SEVENTH DAY ADVENTIST CHURCH,(718) 778-6454,SUN,12:30-2PM,-73.8743818918919,40.683774972973,"203, Euclid Avenue, Brooklyn, Kings County, City of New York, New York, 11208, United States",Brooklyn,11208,false,false,false,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80296,FP,HOLY CROSS FOOD PANTRY - BROOKLYN,(718) 469-5900,"TUE,THUR",2-3:30PM,-73.9375013619065,40.6195535,"3846, Flatlands Avenue, Flatlands, Brooklyn, Kings County, City of New York, New York, 11234, United States",Brooklyn,11234,false,true,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80299,FP,HOREB SEVENTH DAY ADVENTIST COMMUNITY SERVICES,718-778-7373,TUE,10-11AM,-73.925766,40.6822205,"426, Decatur Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",Brooklyn,11233,false,true,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80332,SK,NEIGHBORS TOGETHER,(718) 498-7256,M-F/M-THUR,12-2PM/4-6PM,-73.9222796302641,40.6600459,"1089, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80336,FP,CALVARY PENTECOSTAL CHURCH,(718) 469-8252,THUR,10AM-12PM,-73.9611443869833,40.65456055,"Calvary Pentecostal Church, 151, Woodruff Avenue, Flatbush, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,false,false,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80341,FP,OUR LADY OF ANGELS HUMAN SERVICES,718-726-9790,WED,9:30AM-12PM&1:30-3PM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80343,FP,OUR LADY OF GRACE PARISH MINISTRY,718-645-2120,"M,W,THUR",9-11:30AM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,true,false,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80345,FP,OUR LADY OF MERCY CHURCH,(718) 346-3166,"MON,FRI",9-11AM,-73.9882724128866,40.6742827,"Al-Madinah School, 383, 3rd Avenue, Gowanus, Brooklyn, Kings County, City of New York, New York, 11215, United States",Brooklyn,11215,true,false,false,false,true,false,false,"1,2,3,4,5",true,true,true,true,true
80347,FP,OUR LADY OF REFUGE R.C. CHURCH,(718) 434-2090,WED,10AM - 1PM,-73.8867209563195,40.633077,"2085, Rockaway Parkway, Brooklyn, Kings County, City of New York, New York, 11236, United States",Brooklyn,11236,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80357,FP,THE SALVATION ARMY SUNSET PARK CORPS,(718) 438-1771,"TUE,WED,THUR",10AM-12PM,-73.9280045,40.6552933,"188, East 53rd Street, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",Brooklyn,11203,false,true,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80364,SK,THE SALVATION ARMY BUSHWICK CORPS,(718) 455-4102,"M,TU,TH,FRI",12:30-2PM,-73.9466317292471,40.68062025,"Church of God in Jesus Christ, 956, Marcy Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11216, United States",Brooklyn,11216,true,true,false,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80366,FP,THE SALVATION ARMY BEDFORD TEMPLE CORPS,718-721-9046,WED,10AM-12PM,-73.95041,40.68997,"614, Lafayette Avenue, Brooklyn, Kings County, City of New York, New York, 11216, United States",Brooklyn,11216,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80373,FP,PIERREPONT FOOD PANTRY,(718) 722-6002,"MON,THUR (BY APPT)",9AM-2PM,-73.925563008645,40.6716619,"Liberty Gospel Hall, 218, Buffalo Avenue, Brooklyn, Kings County, City of New York, New York, 11213, United States",Brooklyn,11213,true,false,false,true,false,false,false,,false,false,false,false,false
80382,FP,ST. ATHANASIUS R.C. CHURCH FP,718-236-0124,MON,3:15-5PM,-73.9634434928214,40.5766231,"Ocean View Jewish Center, 3100, Brighton 4th Street, Brooklyn, Kings County, City of New York, New York, 11235, United States",Brooklyn,11235,true,false,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80393,SK,ST. JOHN'S BREAD & LIFE PROGRAM,(718) 574-0058,MON-THUR,10AM-12PM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,true,true,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80401,FP,ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY,(718) 778-8700,WED,11AM-1PM,-73.9616905245792,40.5818395,"225, Neptune Avenue, Brooklyn, Kings County, City of New York, New York, 11235, United States",Brooklyn,11235,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80403,FP,ST. TERESA OF AVILA,347-933-0964,"THUR (1,2,3,4)",8-11AM,-73.9558305833511,40.6544917,"Bethanie Eglise Adventiste du 7eme Jour, 2059-2063, Bedford Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,false,false,false,true,false,false,false,"1,2,3,4",true,true,true,true,false
80413,FP,CENTER FOR FAMILY LIFE,(718) 492-3585,"TUE, W, THUR",1-4PM,-74.0047723822032,40.65207345,"443, 39th Street, Brooklyn, Kings County, City of New York, New York, 11232, United States",Brooklyn,11232,false,true,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80419,FP,TRANSFIGURATION CHURCH,718-782-8181,"TUE, WED",9AM-12PM,-73.964178350014,40.63375305,"1323, Foster Avenue, Brooklyn, Kings County, City of New York, New York, 11230, United States",Brooklyn,11230,false,true,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80421,FP,TRINITY HUMAN SERVICE CORPORATION,(718) 388-3176,TUE-FRI,9AM-12PM&1-4PM,-73.9222796302641,40.6600459,"1089, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,false,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80474,SK,FOOD BANK FOR NEW YORK CITY,212-665-8747,MON-FRI,4-6PM,-73.9466317292471,40.68062025,"Church of God in Jesus Christ, 956, Marcy Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11216, United States",Brooklyn,11216,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80518,SK,CHRIST CHURCH UNITED METHODIST,(212) 838-3036,SUN,4:30-6PM,-73.96928,40.76384,"Christ Church, 524, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",Manhattan,10065,false,false,false,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80519,FP,CHURCH OF THE ANNUNCIATION,(212) 234-1919,TUE,2-5PM,-73.95281,40.81624,"88, Convent Avenue, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10027, United States",Manhattan,10027,false,true,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80520,FP,"ASCENSION OUTREACH, INC",(212) 254-8620,"SAT(1ST,3RD)",8:30-9AM,-73.99565,40.73428,"11, West 11th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States",Manhattan,10011,false,false,false,false,false,true,false,"1,3",true,false,true,false,false
80541,FP,CONVENT AVENUE BAPTIST CHURCH,646-698-5102,"MON (1,3)",9AM-12PM,-73.9966034052183,40.60238025,"8635, 21st Avenue, Brooklyn, Kings County, City of New York, New York, 11214, United States",Brooklyn,11214,true,false,false,false,false,false,false,"1,3",true,false,true,false,false
80543,FP,COMMUNITY IMPACT,212-854-6310,"MON,WED,THUR",11AM-2PM,-73.9882724128866,40.6742827,"Al-Madinah School, 383, 3rd Avenue, Gowanus, Brooklyn, Kings County, City of New York, New York, 11215, United States",Brooklyn,11215,true,false,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80546,FP,DEWITT REFORMED CHURCH,(212) 674-3341,"SAT(1,3)",10AM-12PM,-73.97963,40.71743,"DeWitt Reformed Church, 280, Rivington Street, Lower East Side, Manhattan, New York County, City of New York, New York, 10002, United States",Manhattan,10002,false,false,false,false,false,true,false,"1,3",true,false,true,false,false
80577,FP,ST. PETER'S FOOD PANTRY,(212) 929-2390,SAT,10:30-11:30AM,-73.9096596270243,40.6945531,"Celestial Church of Christ, 1380, Jefferson Avenue, Brooklyn, Kings County, City of New York, New York, 11237, United States",Brooklyn,11237,false,false,false,false,false,true,false,"1,2,3,4,5",true,true,true,true,true
80604,SK,HOLY APOSTLES SOUP KITCHEN,(212) 924-0167,MON-FRI,10:30AM-12:30PM,-73.9222796302641,40.6600459,"1089, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80618,FPK,JEWISH COMMUNITY COUNCIL OF WASHINGTON HGTS,(212) 568-5450,"WED(1,2,3)",10AM-1PM,-73.9634434928214,40.5766231,"Ocean View Jewish Center, 3100, Brighton 4th Street, Brooklyn, Kings County, City of New York, New York, 11235, United States",Brooklyn,11235,false,false,true,false,false,false,false,"1,2,3",true,true,true,false,false
80627,FP,LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE,646-672-5200,WED,9-11:30AM & 1-2:30PM,-73.93675,40.79566,"333, East 115th Street, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",Manhattan,10029,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80649,FP,MCCNY CHARITIES,332-400-7488,THUR,9-11AM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,false,false,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80667,FP,ANOTHER CHOICE YOUTH AND FAMILY OUTREACH INC,212-369-6643,"FRI/SAT (2,4)",10-11AM/10AM-12PM,-73.909323386145,40.678438,"2093, Fulton Street, Ocean Hill, Brooklyn, Kings County, City of New York, New York, 11233, United States",Brooklyn,11233,false,false,false,false,true,true,false,"2,4",false,true,false,true,false
80683,FP,OUR LADY OF SORROWS,(212) 673-0900,"TUE,THUR",8-11AM,-73.98232,40.71958,"213, Stanton Street, Lower East Side, Manhattan, New York County, City of New York, New York, 10002, United States",Manhattan,10002,false,true,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80691,FP,PEOPLES BAPTIST CHURCH,718-676-0318,"SAT (2,4)",12-2PM,-73.91282,40.66038,"109, Riverdale Avenue, Brownsville, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,false,false,false,false,false,true,false,"2,4",false,true,false,true,false
80699,FP,PROJECT CREATE - ANTHONY HOUSE,212-663-1596,WED,10AM-12PM,-73.9612725,40.6816269,"Bethel Seventh Day Adventist School, 457, Grand Avenue, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11238, United States",Brooklyn,11238,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80712,FP,RIVERSIDE CHURCH FOOD PANTRY,212-870-6733,TUE-FRI,9AM-1PM,-73.925563008645,40.6716619,"Liberty Gospel Hall, 218, Buffalo Avenue, Brooklyn, Kings County, City of New York, New York, 11213, United States",Brooklyn,11213,false,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80720,FP,THE SALVATION ARMY NEW YORK TEMPLE CORPS,212-337-7467,MON-FRI,9:30-11:30AM,-73.9882724128866,40.6742827,"Al-Madinah School, 383, 3rd Avenue, Gowanus, Brooklyn, Kings County, City of New York, New York, 11215, United States",Brooklyn,11215,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80721,FP,THE SALVATION ARMY MANHATTAN CITADEL,(212) 860-3200,MON-FRI,9AM-3PM,-73.9884146355485,40.576042,"Coney Island Lighthouse Mission, 2114, Mermaid Avenue, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80730,SK,NATIONAL COUNCIL OF JEWISH WOMEN,212-687-5030,WED/SUN,4:30-5:30PM/11:30AM-12:30PM,-73.9616905245792,40.5818395,"225, Neptune Avenue, Brooklyn, Kings County, City of New York, New York, 11235, United States",Brooklyn,11235,false,false,true,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80739,FP,CROSSROADS COMMUNITY SERVICES INC,212-378-0229,THUR,10AM-1PM,-73.9558305833511,40.6544917,"Bethanie Eglise Adventiste du 7eme Jour, 2059-2063, Bedford Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,false,false,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80740,SK,CROSSROADS COMMUNITY SERVICES INC,212-378-0229,"M,W,SUN",7:30AM-8:45AM,-73.9129337130988,40.66811265,"521, Thomas S. Boyland Street, Brownsville, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,true,false,true,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80744,FP,ST. CECILIA'S PARISH SERVICES,(212) 348-0488,WED,9AM-12PM,-73.9375013619065,40.6195535,"3846, Flatlands Avenue, Flatlands, Brooklyn, Kings County, City of New York, New York, 11234, United States",Brooklyn,11234,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80745,FP,ST. CHARLES BORROMEO CHURCH,(212) 281-2100,SAT,9-11:30AM,-73.94176,40.81944,"208, West 141st Street, Harlem, Manhattan, New York County, City of New York, New York, 10030, United States",Manhattan,10030,false,false,false,false,false,true,false,"1,2,3,4,5",true,true,true,true,true
80750,SK,XAVIER MISSION INC,(212) 627-2100,SUN,12:45-3PM,-73.8743818918919,40.683774972973,"203, Euclid Avenue, Brooklyn, Kings County, City of New York, New York, 11208, United States",Brooklyn,11208,false,false,false,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80752,SK,ST. IGNATIUS EPISCOPAL CHURCH,(212) 580-3326,MON/SAT,6:45-7:15PM/3:45-4:15PM,-73.964178350014,40.63375305,"1323, Foster Avenue, Brooklyn, Kings County, City of New York, New York, 11230, United States",Brooklyn,11230,true,false,false,false,false,true,false,"1,2,3,4,5",true,true,true,true,true
80757,FP,ST. JOHN'S BREAD OF LIFE,(212) 564-9070,"WED (2,4)",11AM-1PM,-73.925766,40.6822205,"426, Decatur Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",Brooklyn,11233,false,false,true,false,false,false,false,"2,4",false,true,false,true,false
80764,FP,ST. MARK THE EVANGELIST CHURCH,(212) 281-4931,"SAT(1,2,3,4)",10AM-12PM,-73.9222796302641,40.6600459,"1089, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11212, United States",Brooklyn,11212,false,false,false,false,false,true,false,"1,2,3,4",true,true,true,true,false
80781,FP,ST. PAUL'S HOUSE INC.,(212) 265-5433,TUE,9:30-10:30AM,-73.9837689764591,40.6690698,"Camp Friendship Brooklyn, 339, 8th Street, Brooklyn, Kings County, City of New York, New York, 11215, United States",Brooklyn,11215,false,true,false,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80782,SK,ST. PAUL'S HOUSE INC.,(212) 265-5433,"MON,WED,FRI",8-:8:30AM,-73.9851230069885,40.57722395,"2866, West 17th Street, Coney Island, Brooklyn, Kings County, City of New York, New York, 11224, United States",Brooklyn,11224,true,false,true,false,true,false,false,"1,2,3,4,5",true,true,true,true,true
80800,SK,TEMPLE SHAARAY TEFILA,(212) 535-8008,WED,11:15AM-12:15PM,-73.96816825,40.69368305,"138, Waverly Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States",Brooklyn,11205,false,false,true,false,false,false,false,"1,2,3,4,5",true,true,true,true,true
80801,SK,CATHEDRAL OF ST. JOHN THE DIVINE,212-316-7579,SUN,10AM-3PM,-73.9096596270243,40.6945531,"Celestial Church of Christ, 1380, Jefferson Avenue, Brooklyn, Kings County, City of New York, New York, 11237, United States",Brooklyn,11237,false,false,false,false,false,false,true,"1,2,3,4,5",true,true,true,true,true
80813,FP,"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.",(212) 228-5254,MON-THUR,12:30-1:30PM,-73.9966034052183,40.60238025,"8635, 21st Avenue, Brooklyn, Kings County, City of New York, New York, 11214, United States",Brooklyn,11214,true,true,true,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80814,SK,"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.",(212) 228-5254,MON-FRI,11AM-12PM,-73.9558305833511,40.6544917,"Bethanie Eglise Adventiste du 7eme Jour, 2059-2063, Bedford Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11226, United States",Brooklyn,11226,true,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
80832,SK,"UNIVERSITY COMMUNITY SOCIAL SERVICES, INC",347-850-2230,SAT,9-10AM&1-2:30PM,-73.98621,40.72321,"Cardinal Spelmann Center, 137, East 2nd Street, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",Manhattan,10009,false,false,false,false,false,true,false,"1,2,3,4,5",true,true,true,true,true
80841,FP,CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY,212-862-6401,THUR,10AM-12PM,-73.96816825,40.69368305,"138, Waverly Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States",Brooklyn,11205,false,false,false,true,false,false,false,"1,2,3,4,5",true,true,true,true,true
80846,FP,WESTSIDE CAMPAIGN AGAINST HUNGER,(212) 362-3662,TUE-FRI,9AM-1PM,-73.9280045,40.6552933,"188, East 53rd Street, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",Brooklyn,11203,false,true,true,true,true,false,false,"1,2,3,4,5",true,true,true,true,true
